217.157,117.5
266.445,118.549
317.564,121.504
368.12,126.349
415.74,132.643
458.917,139.787
497.24,147.441
530.291,154.808
211.761,166.182
262.035,168.184
314.257,171.295
365.906,175.568
414.558,180.611
458.505,186.271
496.973,191.656
530.359,197.086
207.887,217.336
258.274,220.297
310.775,223.621
362.865,227.266
411.789,230.797
455.905,234.282
494.659,237.496
528.066,240.341
205.725,268.501
255.603,272.459
307.446,275.846
358.964,278.684
407.431,280.691
451.399,282.172
490.029,282.948
523.574,283.364
205.49,317.323
253.827,321.916
304.402,325.471
354.397,327.475
401.794,328.258
445.081,327.723
483.498,326.54
516.963,324.818
