213.782,171.667
248.204,172.666
285.263,174.435
324.307,176.62
364.312,179.719
403.892,183.401
442.258,187.516
478.247,191.859
211.053,208.362
245.276,210.664
282.158,213.327
321.197,216.438
361.1,219.673
400.714,223.358
438.888,226.9
474.999,230.574
209.214,244.949
242.861,248.444
279.496,252.159
317.956,255.784
357.465,259.485
396.65,262.835
434.617,266.109
470.312,268.799
208.152,280.469
241.455,285.141
277.168,289.583
314.929,293.847
353.472,297.67
391.995,301.032
429.186,303.673
464.454,305.797
208.034,314.306
240.473,319.66
275.409,324.959
311.954,329.556
349.454,333.586
386.754,336.69
423.202,339.132
457.644,340.533
