130.343,113.471
164.461,110.344
201.679,108.02
241.537,106.665
283.034,106.794
324.74,108.408
365.611,111.204
404.442,115.003
126.682,151.005
161.145,149.01
198.679,147.456
239.183,146.783
281.352,147.067
323.931,148.406
365.464,150.619
404.888,153.655
124.672,190.227
159.061,189.302
196.871,188.824
237.499,188.699
280.018,189.377
322.962,190.372
364.908,192.09
404.522,194.07
124.45,229.684
158.659,230.32
196.301,230.78
236.802,231.586
279.135,232.376
321.961,233.299
363.662,234.205
403.336,235.132
125.944,268.813
159.771,270.564
197.113,272.287
236.947,273.579
278.676,274.677
320.753,275.289
362.023,275.536
401.135,275.433
