184.628,133.25
220.874,133.7
257.43,134.047
294.242,134.439
331.29,134.679
368.518,134.994
406.23,135.266
444.429,135.446
182.223,169.153
218.748,169.636
255.447,170.302
292.488,170.629
329.687,171.231
367.471,171.616
405.36,172.051
443.589,172.444
179.739,205.545
216.476,206.237
253.534,206.732
290.765,207.411
328.405,208.155
366.27,208.589
404.415,209.367
443.063,209.766
177.286,242.446
214.315,243.205
251.447,244.058
289.052,244.7
326.752,245.603
365.099,246.453
403.5,247.14
442.397,248.062
174.566,279.633
211.868,280.684
249.491,281.621
287.315,282.605
325.416,283.685
363.726,284.611
402.544,285.533
441.67,286.543
