117.827,120.933
154.59,124.38
191.583,127.523
228.855,130.683
266.454,133.8
304.454,136.863
342.796,139.945
381.64,142.978
112.057,157.861
149.095,161.392
186.23,164.726
223.676,168.029
261.484,171.416
299.646,174.696
338.369,178.053
377.493,181.37
106.187,195.191
143.287,198.787
180.697,202.393
218.36,205.896
256.425,209.451
294.762,212.968
333.691,216.618
373.171,220.283
100.03,232.954
137.508,236.629
175.062,240.424
213.007,244.346
251.295,248.112
289.945,251.931
329.058,255.78
368.651,259.718
93.6395,271.262
131.366,275.22
169.357,279.16
207.494,283.125
246.102,287.349
284.938,291.362
324.383,295.495
364.288,299.649
