202.006,164.802
236.616,169.608
271.65,174.39
306.827,179.128
342.439,183.888
378.303,188.615
414.445,193.466
451.029,198.23
195.361,199.257
230.323,204.201
265.409,209.015
300.964,213.972
336.652,218.866
372.777,223.935
409.295,228.857
446.154,233.964
188.575,234.052
223.612,239.16
259.184,244.324
294.807,249.378
330.965,254.525
367.275,259.692
404.008,264.968
441.181,270.338
181.557,269.491
217.076,274.729
252.669,280.023
288.695,285.381
325.078,290.723
361.665,296.172
398.577,301.61
436.05,307.088
174.425,305.436
210.28,310.877
246.251,316.389
282.505,321.877
319.04,327.469
355.958,333.239
393.265,338.9
430.87,344.607
