192.616,134.563
231.177,137.54
269.619,140.388
308.15,143.122
346.711,145.846
385.465,148.571
424.342,151.284
463.363,153.794
188.562,172.264
227.423,175.222
266.052,178.014
304.934,180.807
343.757,183.579
382.722,186.476
421.837,189.2
461.304,191.953
184.486,210.307
223.458,213.256
262.56,216.221
301.605,219.026
340.807,221.944
380.153,224.774
419.521,227.629
459.161,230.474
180.267,249.006
219.572,251.955
258.749,254.899
298.354,257.873
337.714,260.75
377.406,263.74
417.105,266.653
456.94,269.652
175.826,288.275
215.5,291.251
255.2,294.315
294.91,297.337
334.666,300.382
374.575,303.345
414.61,306.413
454.917,309.413
