107.334,208.327
145.689,204.862
184.329,201.351
223.057,197.611
262.027,193.946
301.25,190.176
340.684,186.321
380.616,182.379
108.463,247.079
147.308,243.677
186.004,240.17
225.089,236.566
264.339,232.977
303.827,229.424
343.686,225.64
384.034,221.949
109.471,286.285
148.497,282.916
187.723,279.487
227.122,276.201
266.65,272.65
306.528,269.176
346.766,265.67
387.378,262.044
110.402,326.261
149.837,323.001
189.414,319.559
229.177,316.276
269.148,312.948
309.401,309.577
349.812,306.298
390.89,302.81
111.376,366.867
151.125,363.577
191.16,360.373
231.284,357.229
271.495,353.996
312.142,350.757
353.069,347.557
394.394,344.353
