226.25,95.7884
260.883,94.3679
297.496,93.9646
335.276,94.6521
373.1,96.7358
410.067,100.012
445.488,104.284
478.626,109.262
222.546,129.652
257.796,128.974
295.14,129.024
333.777,130.189
372.429,132.301
410.314,135.439
446.311,139.259
479.945,143.607
219.473,165.557
255.062,165.578
292.861,166.451
331.997,167.815
371.368,170.118
409.63,172.792
446.202,176.219
480.09,179.686
217.165,202.598
252.798,203.715
290.706,205.222
330.182,207.162
369.602,209.272
408.276,211.674
444.723,214.322
478.823,217.003
215.619,240.146
251.179,242.236
288.945,244.475
328.08,246.582
367.413,248.749
405.73,250.728
442.332,252.699
476.29,254.397
