195.283,226.567
223.122,224.663
254.005,222.763
287.804,220.72
324.275,218.796
362.393,216.807
401.338,215.225
439.822,213.537
197.112,259.171
225.064,258.743
255.732,258.326
289.706,257.595
325.918,256.658
364.027,255.651
402.632,254.318
441.192,252.749
199.796,291.17
227.449,292.195
258.298,293.03
291.613,293.565
327.606,293.715
365.113,293.401
403.386,292.524
441.221,291.132
203.051,322.002
230.62,324.349
260.81,326.357
293.957,327.959
329.043,329.023
365.72,329.382
403.091,328.896
440.287,327.643
206.879,351.317
234.083,354.565
263.933,357.57
296.15,360.092
330.412,361.81
365.919,362.722
402.319,362.719
438.378,361.701
