141.819,157.611
185.292,155.555
228.57,153.434
272.202,151.024
316.069,148.72
360.02,146.381
404.523,143.85
449.371,141.296
141.801,200.548
185.492,198.5
229.158,196.389
273.248,194.25
317.35,191.944
361.781,189.696
406.579,187.386
451.791,185.006
141.704,244.104
185.613,242.19
229.773,240.036
274.167,238.022
318.683,235.812
363.595,233.678
408.848,231.612
454.498,229.47
141.49,288.435
185.958,286.401
230.41,284.542
275.194,282.554
320.237,280.594
365.536,278.605
411.127,276.586
457.24,274.574
141.291,333.526
186.126,331.657
231.088,329.786
276.285,328.019
321.675,326.206
367.453,324.362
413.464,322.509
459.992,320.601
