200.726,132.179
241.176,126.788
281.554,121.495
322.022,115.84
362.635,110.443
403.39,104.714
444.4,98.9265
485.653,92.9831
204.501,171.367
245.268,165.902
285.912,160.438
326.809,155.058
367.791,149.405
409.057,143.778
450.363,138.129
492.122,132.343
208.271,211.08
249.352,205.596
290.531,200.269
331.705,194.638
373.258,189.251
414.7,183.57
456.59,178.036
498.585,172.306
211.907,251.621
253.459,246.184
295.025,240.699
336.767,235.293
378.597,229.694
420.698,224.249
462.751,218.572
505.415,212.905
215.664,292.995
257.588,287.566
299.719,282.201
341.936,276.668
384.362,271.271
426.663,265.6
469.394,260.099
512.342,254.484
