133.834,242.594
172.445,240.475
211.221,238.291
249.963,235.809
289.171,233.575
328.511,231.293
368.217,228.814
408.333,226.397
133.555,281.473
172.568,279.422
211.479,277.252
250.754,275.012
290.275,272.843
330.041,270.642
370.165,268.442
410.56,266.183
133.328,321
172.506,318.933
212.016,316.84
251.548,314.794
291.448,312.722
331.545,310.665
372.002,308.643
412.83,306.492
132.674,361.48
172.565,359.381
212.383,357.385
252.418,355.501
292.59,353.506
333.26,351.594
374.046,349.668
415.291,347.66
132.242,402.605
172.401,400.636
212.665,398.691
253.18,396.842
293.826,395.041
334.717,393.32
376.074,391.498
417.677,389.774
