131.852,155.156
169.245,155.501
206.913,155.631
245.03,155.829
283.712,156.167
323.051,156.223
362.949,156.307
403.55,156.315
127.769,192.895
165.5,193.521
203.437,194.078
241.93,194.51
280.918,194.723
320.561,195.343
360.844,195.663
401.93,196.044
123.625,231.457
161.539,232.215
199.952,232.779
238.645,233.649
277.974,234.432
318.139,235.164
358.708,236.017
400.257,236.634
119.29,270.508
157.602,271.543
196.259,272.524
235.486,273.611
275.172,274.64
315.625,275.78
356.615,276.977
398.527,278.133
114.647,310.4
153.417,311.613
192.508,313.103
232.169,314.466
272.327,315.984
313.124,317.418
354.544,318.881
396.72,320.405
