230.648,114.089
270.089,112.984
309.997,111.743
350.689,110.451
392.452,109.29
434.868,107.61
478.469,106.201
523.044,104.382
228.928,154.185
268.523,153.406
308.635,152.494
349.678,151.614
391.517,150.592
434.352,149.656
478.073,148.592
522.765,147.463
227.277,194.527
266.754,194.148
307.383,193.622
348.549,193.209
390.687,192.587
433.654,192.143
477.643,191.496
522.675,190.75
225.4,235.48
265.418,235.428
305.895,235.388
347.566,235.369
389.88,235.206
433.278,235.098
477.415,234.86
522.727,234.723
223.531,276.791
263.716,277.265
304.655,277.499
346.503,277.837
389.353,278.338
432.672,278.572
477.271,279.064
522.893,279.337
