97.5826,237.366
136.585,233.893
175.513,230.307
214.52,226.665
253.783,223.137
293.421,219.397
333.36,215.663
373.604,211.735
97.8245,276.444
137.317,273.007
176.483,269.522
216.066,265.989
255.663,262.483
295.731,258.881
336.078,255.282
376.768,251.589
98.0229,316.311
137.695,312.898
177.606,309.45
217.508,306.121
257.652,302.648
298.177,299.201
338.915,295.676
380.099,292.266
98.1107,357.243
138.425,353.708
178.559,350.373
219.108,347.095
259.636,343.715
300.632,340.444
341.743,337.123
383.435,333.683
98.0682,399.017
138.72,395.606
179.66,392.295
220.584,388.952
261.726,385.847
303.143,382.577
344.758,379.44
386.938,376.203
