92.9331,117.52
130.377,115.882
168.18,114.281
206.527,112.422
245.645,110.458
285.483,108.412
326.232,106.188
367.678,103.728
90.3356,156.484
127.936,155.238
165.957,153.774
204.6,152.338
243.945,150.666
284.18,149.008
325.199,147.317
367.051,145.37
87.5256,195.791
125.361,194.742
163.689,193.786
202.586,192.658
242.382,191.484
282.671,190.247
323.995,188.918
366.358,187.462
84.5309,235.962
122.738,235.292
161.356,234.473
200.639,233.762
240.545,233.045
281.387,232.163
322.82,231.379
365.584,230.403
81.4166,276.537
119.867,276.33
158.822,275.809
198.487,275.605
238.797,275.272
279.845,274.678
321.77,274.504
364.765,274.044
