221.891,243.647
261.564,240.702
301.489,237.69
341.435,234.539
381.632,231.542
421.862,228.356
462.563,225.285
503.4,221.919
223.389,283.256
263.479,280.331
303.602,277.382
344.124,274.331
384.676,271.268
425.496,268.241
466.459,265.174
507.748,262.055
224.748,323.654
265.307,320.635
305.967,317.758
346.735,314.759
387.806,311.823
429.012,308.773
470.475,305.801
512.318,302.768
226.281,364.833
267.298,362.01
308.363,359.149
349.601,356.11
391.042,353.304
432.715,350.396
474.549,347.428
516.892,344.525
227.563,406.998
269.182,404.156
310.672,401.312
352.442,398.423
394.402,395.585
436.516,392.728
478.847,390.072
521.794,387.361
