[53.861824, 286.65387;
 69.017311, 287.55707;
 84.431366, 288.36401;
 99.455727, 289.30505;
 114.75535, 290.09906;
 129.70844, 290.97604;
 145.02351, 291.77573;
 159.925, 292.54822;
 50.67944, 301.18512;
 66.291687, 301.93094;
 81.418488, 302.7576;
 96.924744, 303.66422;
 112.07675, 304.56125;
 127.4699, 305.42551;
 142.49104, 306.23416;
 157.79727, 307.13599;
 47.729343, 315.78806;
 63.182846, 316.61713;
 78.751831, 317.52844;
 93.994286, 318.38766;
 109.58245, 319.24249;
 124.72589, 320.06604;
 140.33983, 320.88858;
 155.48044, 321.69989;
 44.514877, 330.71454;
 60.31958, 331.53723;
 75.621475, 332.49503;
 91.463791, 333.27634;
 106.72978, 334.21112;
 122.44557, 334.94333;
 137.67383, 335.81564;
 153.30385, 336.65817;
 41.458534, 345.79382;
 57.074982, 346.69501;
 72.839325, 347.5563;
 88.425507, 348.48602;
 104.24717, 349.27618;
 119.71931, 350.16504;
 135.43394, 351.01843;
 150.79111, 351.77042]
